case_id,query,source_index,chunk_id,classification,source_content
regulations-probation,หากเกรดเฉลี่ยสะสม (GPAX) ต่ำกว่า 2.00 สถานภาพนักศึกษาจะถูกปรับเป็นสถานะใด และมีเงื่อนไขอย่างไรในการพ้นสภาพนักศึกษา?,0,course_085,FP,01006029 สหกิจศึกษา วิชาบังคับก่อน: ไม่มี นักศึกษาร่วมทํางานกับภาคอุตสาหกรรมเป็นระยะเวลาไม่น้อยกว่า 16 สัปดาห์ และมีการคัดเลือกและการประเมินจากคณะกรรมการของภาควิชาฯ
regulations-probation,หากเกรดเฉลี่ยสะสม (GPAX) ต่ำกว่า 2.00 สถานภาพนักศึกษาจะถูกปรับเป็นสถานะใด และมีเงื่อนไขอย่างไรในการพ้นสภาพนักศึกษา?,1,course_081,FP,01076311 โครงงาน 1 วิชาบังคับก่อน: ไม่มี การทําโครงงานหรืองานวิจัยในหัวข้อที่เกี่ยวข้องกับวิศวกรรมคอมพิวเตอร์ภายใต้การดูแล ของอาจารย์ที่ปรึกษา ในระหว่างภาคการศึกษามีการเสนอรายงานความคืบหน้าของงานอย่างสม่ําเสมอ เมื่อสิ้นภาคการศึกษานักศึกษาจะต้องส่งรายงานและบทสรุปของงาน พร้อมทั้งนําเสนอต่อคณะกรรมการสอบ
regulations-probation,หากเกรดเฉลี่ยสะสม (GPAX) ต่ำกว่า 2.00 สถานภาพนักศึกษาจะถูกปรับเป็นสถานะใด และมีเงื่อนไขอย่างไรในการพ้นสภาพนักศึกษา?,2,course_083,FP,01076312 โครงงาน 2 วิชาบังคับก่อน: 01076311 โครงงาน 1 การทำโครงงานหรืองานวิจัยที่ต่อเนื่องจากวิชา 01076311 โครงงาน 1 ให้สำเร็จในระหว่างภาคการศึกษามีการเสนอรายงานความคืบหน้าของงานอย่างสม่ำเสมอเมื่อสิ้นภาคการศึกษานักศึกษาจะต้องส่งผลงานที่สำเร็จและปริญญานิพนธ์ฉบับสมบูรณ์ พร้อมทั้งนำเสนอผลงานต่อคณะกรรมการสอบ
regulations-probation,หากเกรดเฉลี่ยสะสม (GPAX) ต่ำกว่า 2.00 สถานภาพนักศึกษาจะถูกปรับเป็นสถานะใด และมีเงื่อนไขอย่างไรในการพ้นสภาพนักศึกษา?,3,course_129,FP,01076583 คอมพิวเตอร์กราฟิกส์ วิชาบังคับก่อน: ไม่มี ระบบคอมพิวเตอร์กราฟิกส์เบื้องต้น อุปกรณ์อินพุทเอาต์พุท การหาทางเดินของจุดจาก ภาพ การแปลงใน 2 มิติ การแปล การเชื่อมต่อ การหมุน การสะท้อน การตัดเล็มแนวความคิด การกําหนด กรอบหน้าต่าง อัลกอริทึมการตัด การแปลงจากวินโดว์ไปยังวิวพอยน์ แนวความคิดการ ประมวลผลใน 3 มิติ การแสดงภาพใน 3 มิติ การแปลงใน 3 มิติ การมองใน 3 มิติ การคํานวณหาเส้นประ และพื้นผิวที่มอง ไม่เห็น การให้ระดับแสงและแสงสีกับวัตถุ การประยุกต์ใช้งานของคอมพิวเตอร์กราฟิกส์
regulations-probation,หากเกรดเฉลี่ยสะสม (GPAX) ต่ำกว่า 2.00 สถานภาพนักศึกษาจะถูกปรับเป็นสถานะใด และมีเงื่อนไขอย่างไรในการพ้นสภาพนักศึกษา?,4,course_001,FP,"01076140 แคลคูลัส 1 วิชาบังคับก่อน: ไม่มี ฟังก์ชัน, ลิมิต, ความต่อเนื่อง และการประยุกต์ใช้ อุปนัยเชิงคณิตศาสตร์ แนะนำอนุพันธ์ การหาอนุพันธ์ การประยุกต์ใช้อนุพันธ์ ปริพันธ์จำกัดเขต การปริพันธ์ด้วยปฏิยานุพันธ์ การประยุกต์ใช้ ปริพันธ์จำกัดเขต รูปแบบของการปริพันธ์ที่หาค่าไม่ได้ ปริพันธ์ไม่ตรงแบบ การหาปริพันธ์ด้วยวิธีเชิง ตัวเลข อันดับและอนุกรมของจำนวน การกระจายอนุกรมเทเลอร์ของฟังก์ชันพื้นฐาน การวิเคราะห์เวกเตอร์"
regulations-probation,หากเกรดเฉลี่ยสะสม (GPAX) ต่ำกว่า 2.00 สถานภาพนักศึกษาจะถูกปรับเป็นสถานะใด และมีเงื่อนไขอย่างไรในการพ้นสภาพนักศึกษา?,5,course_087,FP,01006005 การปฏิบัติการฝึกงานต่างประเทศ วิชาบังคับก่อน: ไม่มี นักศึกษาสามารถเลือกรายวิชาการปฏิบัติการฝึกงานต่างประเทศ เพื่อฝึกงานและทําโครงงานพิเศษที่เกี่ยวข้องกับสาขาวิชาที่เรียนในสถานศึกษาหรือสถานประกอบการ ซึ่งเป็นหน่วยงานภาครัฐหรือเอกชน โดยมีการปฏิบัติตามเงื่อนไขตามประกาศของคณะวิศวกรรมศาสตร์หรือของสถาบันฯ ที่เกี่ยวข้อง
regulations-probation,หากเกรดเฉลี่ยสะสม (GPAX) ต่ำกว่า 2.00 สถานภาพนักศึกษาจะถูกปรับเป็นสถานะใด และมีเงื่อนไขอย่างไรในการพ้นสภาพนักศึกษา?,6,course_007,FP,01006004 การฝึกงานอุตสาหกรรม วิชาบังคับก่อน: ไม่มี เป็นการฝึกงานภาคปฏิบัติที่จัดขึ้นตามสาขาวิชา โดยการฝึกงานในโรงงานอุตสาหกรรม หรือ บริษัทเอก ชนทั้งในและต่างประเทศทั้งนี้เพื่อเป็นการเสริมสร้างประสบการณ์ นักศึกษาทุกคนจะต้องผ่าน การฝึกงานนี้ในช่วงของการศึกษาภาคฤดูร้อนพร้อมเขียนรายงานเสนอ
regulations-probation,หากเกรดเฉลี่ยสะสม (GPAX) ต่ำกว่า 2.00 สถานภาพนักศึกษาจะถูกปรับเป็นสถานะใด และมีเงื่อนไขอย่างไรในการพ้นสภาพนักศึกษา?,7,course_003,FP,01076141 แคลคูลัส 2 วิชาบังคับก่อน : 01076040 แคลคูลัส 1 ฟังก์ชันหลายตัวแปรและการประยุกต์ใช้ พีชคณิตของเวกเตอร์ในสามมิติ พิกัดเชิงขั้ว แคลคูลัสของฟังก์ชันจำนวนจริงสองตัวแปร การหาอนุพันธ์และปริพันธ์ของฟังก์ชันจำนวนจริงและฟังก์ชัน เวกเตอร์จำนวนจริงหลายตัวแปร แนะนำปริพันธ์เส้น เส้น ระนาบ และพื้นผิว ในปริภูมิสามมิติ แคลคูลัสของฟังก์ชันจำนวนจริงในปริภูมิสามมิติ ทฤษฎีบทหลักที่เกี่ยวกับการประยุกต์ เช่น ทฤษฎีบทของกรีน ทฤษฎีไดเวอร์เจนซ์ ทฤษฎีบทของเกาส์ ทฤษฎีบทของสโตกส์ เป็นต้น
regulations-probation,หากเกรดเฉลี่ยสะสม (GPAX) ต่ำกว่า 2.00 สถานภาพนักศึกษาจะถูกปรับเป็นสถานะใด และมีเงื่อนไขอย่างไรในการพ้นสภาพนักศึกษา?,8,course_125,FP,01076567 การประมวลผลภาพ วิชาบังคับก่อน: ไม่มี สัญญาณภาพ การวิเคราะห์สัญญาณภาพ การได้มาซึ่งข้อมูลภาพ การแทนสัญญาณของ ภาพด้วยฟังก์ชันทางคณิตศาสตร์ การสุ่มและควอนไตซ์สัญญาณภาพ การเพิ่มคุณภาพของภาพทั้งในโดเมน ของขอบเขตพื้นที่ และโดเมนความถี่ การกรอง การแบ่งส่วนของภาพ การแปลความหมายภาพ การเข้ารหัสข้อมูลภาพ
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,0,course_081,FP,01076311 โครงงาน 1 วิชาบังคับก่อน: ไม่มี การทําโครงงานหรืองานวิจัยในหัวข้อที่เกี่ยวข้องกับวิศวกรรมคอมพิวเตอร์ภายใต้การดูแล ของอาจารย์ที่ปรึกษา ในระหว่างภาคการศึกษามีการเสนอรายงานความคืบหน้าของงานอย่างสม่ําเสมอ เมื่อสิ้นภาคการศึกษานักศึกษาจะต้องส่งรายงานและบทสรุปของงาน พร้อมทั้งนําเสนอต่อคณะกรรมการสอบ
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,1,course_021,FP,01076101 วิศวกรรมคอมพิวเตอร์เบื้องต้น วิชาบังคับก่อน: ไม่มี แนะนําบทบาทของวิศวกรรมคอมพิวเตอร์ ทั้งฮาร์ดแวร์และซอฟต์แวร์ วิชานี้มีเป้าหมายเพื่อให้ นักศึกษาได้เข้าใจบทบาทของคอมพิวเตอร์ในการแก้ไขปัญหาต่าง ๆ โดยช่วยนักศึกษาให้มีความมั่นใจในการ ปฏิบัติการ ประกอบ และทดสอบโครงงานทางฮาร์ดแวร์ตามเป้าหมายที่กําหนด โดยวิชานี้จะใช้บอร์ด ไมโครคอนโทรลเลอร์อาดูโนเป็นเครื่องมือในการทําโครงงาน
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,2,course_035,FP,01076114 องค์ประกอบและสถาปัตยกรรมคอมพิวเตอร์ วิชาบังคับก่อน: 01076112 พื้นฐานระบบดิจิตอล ภาพรวมขององค์ประกอบและสถาปัตยกรรมคอมพิวเตอร์ การแทนข้อมูลในคอมพิวเตอร์ การจองและเข้าถึงหน่วยความจํา หน่วยประมวลผลกลาง การเขียนโปรแกรมภาษาแอสเซมบลีและสถาปัตยกรรม ชุดคําสั่ง การทํางานของซอฟต์แวร์ระดับสูงในมุมมองของชุดคําสั่งระดับล่าง ระดับชั้นของหน่วยความจํา เทคนิคการ ส่งข้อมูลและอินพุตเอาต์พุต การคํานวณของคอมพิวเตอร์ การวัดประสิทธิภาพของระบบ
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,3,course_019,FP,01076016 การเตรียมโครงงานวิศวกรรมคอมพิวเตอร์ วิชาบังคับก่อน: ไม่มี การเตรียมโครงงานทางวิศวกรรมคอมพิวเตอร์เพื่อเลือกโครงงานชั้นปีที่ 4 การกําหนด ปัญหา การค้นหาความรู้ขั้นพื้นฐาน ทักษะในการเลือกโครงงาน การสํารวจเอกสารของหัวข้อที่เลือก การจัดทําข้อเสนอโครงงาน การเขียนรายงานเชิงเทคนิค และการนําเสนอปากเปล่า
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,4,course_103,FP,01076568 การปฏิสัมพันธ์ระหว่างมนุษย์และคอมพิวเตอร์ วิชาบังคับก่อน: ไม่มี PREREQUISITE : NONE ปฏิสัมพันธ์ระหว่าง มนุษย์และคอมพิวเตอร์ ปัจจัยมนุษย์ จิตวิทยา การวิเคราะห์งาน การ ออกแบบโดยผู้ใช้เป็นศูนย์กลาง ประโยชน์ใช้งานด้านวิศวกรรม การออกแบบอินเตอร์เฟซและการ ประเมินผล คอมพิวเตอร์ในทุกหนแห่ง สภาพแวดล้อม ร่วมกัน และสภาพแวดล้อมเสมือนจริง
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,5,course_113,FP,01076559 สถาปัตยกรรมและการออกแบบซอฟต์แวร์ วิชาบังคับก่อน: 01076005 โครงสร้างข้อมูลและอัลกอริทึม หรือ 01076109 โครงสร้างข้อมูลเชิงวัตถุ วิชานี้แนะนำแนวคิดพื้นฐานและหลักการของการออกแบบซอฟต์แวร์และสถาปัตยกรรม ซอฟต์แวร์ โดยเริ่มจากประเด็นที่สำคัญในการออกแบบ และรูปแบบของการออกแบบ ภาพรวมของ โครงสร้างและรูปแบบของสถาปัตยกรรมซอฟต์แวร์ แนวทางปฏิบัติและขั้นตอนในการสร้างและวิเคราะห์ สถาปัตยกรรมซอฟต์แวร์ โดยให้ความสำคัญกับประเด็นเรื่องคุณภาพและสถาปัตยกรรมของซอฟต์แวร์ นักศึกษาจะได้ฝึกปฏิบัติในการออกแบบโปรแกรมประยุกต์และกรณีศึกษาของสถาปัตยกรรมซอฟต์แวร์
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,6,course_037,FP,01076115 ปฏิบัติการองค์ประกอบคอมพิวเตอร์ วิชาบังคับก่อน: 01076112 พื้นฐานระบบดิจิตอล ภาพรวมขององค์ประกอบและสถาปัตยกรรมคอมพิวเตอร์ การแทนข้อมูลในคอมพิวเตอร์ การ จองและเข้าถึงหน่วยความจํา หน่วยประมวลผลกลาง การเขียนโปรแกรมภาษาแอสเซมบลีและสถาปัตยกรรม ชุดคําสั่ง การทํางานของซอฟต์แวร์ระดับสูงในมุมมองของชุดคําสั่งระดับล่าง ระดับชั้นของหน่วยความจํา เทคนิคการ ส่งข้อมูลและอินพุตเอาต์พุต การคํานวณของคอมพิวเตอร์ การวัดประสิทธิภาพของระบบ
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,7,course_109,FP,01076596 วิศวกรรมความต้องการของระบบ วิชาบังคับก่อน: 01076034 หลักการของกระบวนการพัฒนาซอฟต์แวร์ แนะนำเทคนิคของวิศวกรรมความต้องการสำหรับระบบที่มีการใช้งานซอฟต์แวร์ ประกอบด้วย โมเดลของความต้องการ การสอบถามความต้องการ เอกสารข้อกำหนดของความต้องการ การนำเสนอความต้องการ (แบบทางการและไม่เป็นทางการ) และการตรวจสอบความต้องการ
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,8,course_067,FP,01076035 กระบวนการพัฒนาซอฟต์แวร์เชิงปฏิบัติ วิชาบังคับก่อน: 01076105 การเขียนโปรแกรมเชิงวัตถุ แนะนำหลักการและการปฏิบัติสำหรับการพัฒนาซอฟต์แวร์สมัยใหม่ รวมถึงกระบวนการทาง ซอฟต์แวร์ในการพัฒนาผลิตภัณฑ์ที่ใช้งานได้จริง ประกอบด้วย รูปแบบวงจรชีวิตของซอฟต์แวร์ ไอดีอี ระบบควบคุมเวอร์ชัน การหาความต้องการของผู้ใช้ การพัฒนาซอฟต์แวร์เชิงวัตถุและยูเอ็มแอล สถาปัตยกรรมซอฟต์แวร์ การออกแบบและพัฒนาซอฟต์แวร์ การทดสอบ และการปรับปรุงซอฟต์แวร์
reality-career-outcomes,หลังจากสำเร็จการศึกษาในหลักสูตรวิศวกรรมคอมพิวเตอร์นี้ ตลาดแรงงานรองรับในตำแหน่งใดบ้างนอกเหนือจาก Software Engineer?,9,course_099,FP,01076513 การสร้างคอมไพเลอร์ วิชาบังคับก่อน: ไม่มี กระบวนการในการแปลภาษา การแปลภาษาแอสเซมบลี การลิงค์ การวิเคราะห์คําศัพท์ วิจีวิภาค ขั้นตอนในการแปลภาษา การเพิ่มประสิทธิภาพ การแปลภาษาแบบขึ้นและไม่ขึ้นกับชนิดเครื่อง คอมพิวเตอร์ ความแตกต่างระหว่างตัวแปลภาษาแบบคอมไพเลอร์และอินเตอร์พลีเตอร์ เครื่องมือที่ใช้ใน การสร้างตัวแปลภาษา การแทนโปรแกรมด้วยเดต้าโฟลว์และคอนโทรลโฟลว์ วิธีการอ้างถึงแอดเดรส การจับคู่ตัวแปรลงไปยังหน่วยความจํา การจัดการโครงสร้างข้อมูล การแปลงนิพจน์ทางคณิตศาสตร์
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,0,course_065,FP,01076034 หลักการของกระบวนการพัฒนาซอฟต์แวร์ วิชาบังคับก่อน: 01076105 การเขียนโปรแกรมเชิงวัตถุ แนะนำหลักการและการปฏิบัติสำหรับการพัฒนาซอฟต์แวร์สมัยใหม่ รวมถึงกระบวนการทาง ซอฟต์แวร์ในการพัฒนาผลิตภัณฑ์ที่ใช้งานได้จริง ประกอบด้วย รูปแบบวงจรชีวิตของซอฟต์แวร์ ไอดีอี ระบบ ควบคุมเวอร์ชัน การหาความต้องการของผู้ใช้ การพัฒนาซอฟต์แวร์เชิงวัตถุและยูเอ็มแอล สถาปัตยกรรมซอฟต์แวร์ การออกแบบและพัฒนาซอฟต์แวร์ การทดสอบ และการปรับปรุงซอฟต์แวร์
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,1,course_113,FP,01076559 สถาปัตยกรรมและการออกแบบซอฟต์แวร์ วิชาบังคับก่อน: 01076005 โครงสร้างข้อมูลและอัลกอริทึม หรือ 01076109 โครงสร้างข้อมูลเชิงวัตถุ วิชานี้แนะนำแนวคิดพื้นฐานและหลักการของการออกแบบซอฟต์แวร์และสถาปัตยกรรม ซอฟต์แวร์ โดยเริ่มจากประเด็นที่สำคัญในการออกแบบ และรูปแบบของการออกแบบ ภาพรวมของ โครงสร้างและรูปแบบของสถาปัตยกรรมซอฟต์แวร์ แนวทางปฏิบัติและขั้นตอนในการสร้างและวิเคราะห์ สถาปัตยกรรมซอฟต์แวร์ โดยให้ความสำคัญกับประเด็นเรื่องคุณภาพและสถาปัตยกรรมของซอฟต์แวร์ นักศึกษาจะได้ฝึกปฏิบัติในการออกแบบโปรแกรมประยุกต์และกรณีศึกษาของสถาปัตยกรรมซอฟต์แวร์
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,2,course_107,FP,01076599 การทดสอบและการประกันคุณภาพซอฟต์แวร์ วิชาบังคับก่อน: 01076034 หลักการของกระบวนการพัฒนาซอฟต์แวร์ การเตรียมพร้อมสําหรับการพัฒนาซอฟต์แวร์ที่มีคุณภาพสูง โดยผ่านกระบวนการ ตรวจสอบและทดสอบที่ดี หลักการขั้นพื้นฐานของการทดสอบซอฟต์แวร์ การพัฒนาซอฟต์แวร์ แนว ปฏิบัติในการทดสอบ เพื่อให้เพิ่มความมั่นใจในความถูกต้องของซอฟต์แวร์
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,3,course_115,TP,01076560 การพัฒนาโปรแกรมบนโทรศัพท์มือถือ วิชาบังคับก่อน: 01076005 โครงสร้างข้อมูลและอัลกอริทึม หรือ 01076109 โครงสร้างข้อมูลเชิงวัตถุ วิชานี้เน้นการพัฒนาแอพพลิเคชั่นที่มีความฉลาดบนสมาร์ทโฟนโดยใช้เทคโนโลยีต่างๆ ในการพัฒนา โดยแอพพลิเคชั่นที่ได้จะสามารถทำงานได้ทั้งในระบบปฏิบัติการ แอนดรอยด์ (android) และระบบปฏิบัติการไอโอเอส (iOS) โดยเครื่องมือที่ใช้จะเริ่มตั้งแต่โปรแกรมสำเร็จรูปเบื้องต้น ไปจนถึงชุด พัฒนาซอฟต์แวร์ (SDK) โดยมีการทำแอพพลิเคชั่นให้มีความฉลาดโดยใช้วิธีปัญญาประดิษฐ์และการเรียนรู้ ของเครื่องแบบเบื้องต้น โดยแอพพลิเคชั่นจะสามารถเชื่อมต่อกับฐานข้อมูลทั้งในรูปแบบออฟไลน์และ ออนไลน์ได้ เมื่อจบการเรียนการสอนนักศึกษาควรจะมีความสามารถในการสร้างแอพพลิเคชั่นที่มีความ ฉลาดบนสมาร์ทโฟนได้
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,4,course_067,FP,01076035 กระบวนการพัฒนาซอฟต์แวร์เชิงปฏิบัติ วิชาบังคับก่อน: 01076105 การเขียนโปรแกรมเชิงวัตถุ แนะนำหลักการและการปฏิบัติสำหรับการพัฒนาซอฟต์แวร์สมัยใหม่ รวมถึงกระบวนการทาง ซอฟต์แวร์ในการพัฒนาผลิตภัณฑ์ที่ใช้งานได้จริง ประกอบด้วย รูปแบบวงจรชีวิตของซอฟต์แวร์ ไอดีอี ระบบควบคุมเวอร์ชัน การหาความต้องการของผู้ใช้ การพัฒนาซอฟต์แวร์เชิงวัตถุและยูเอ็มแอล สถาปัตยกรรมซอฟต์แวร์ การออกแบบและพัฒนาซอฟต์แวร์ การทดสอบ และการปรับปรุงซอฟต์แวร์
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,5,course_135,TP,01076582 ปัญญาประดิษฐ์ 3 ARTIFICIAL INTELLIGENCE วิชาบังคับก่อน: ไม่มี PREREQUISITE : NONE ความหมายของปัญญาประดิษฐ์ วิธีการในการแทนความรู้ โครงข่ายความหมาย เฟรม กฎ ตรรกศาสตร์ การแก้ปัญหาโดยอาศัยวิธีการค้นหา การค้นหาแบบปราศจากข้อมูลข่าวสาร การค้นหา แบบ อาศัยฮิวริสติก การเล่นเกมที่อาศัยการค้นหา หลักตรรกศาสตร์เบื้องต้น การวินิจฉัยของคอมพิวเตอร์ โดย อาศัยใช้ตรรกศาสตร์ ระบบฐานความรู้ ระบบประมวลผลโดยใช้กฎ ระบบผู้เชี่ยวชาญ การเรียนรู้ของ คอมพิวเตอร์ การวางแผน เอเจนต์ชาญฉลาด ภาษาคอมพิวเตอร์สําหรับปัญญาประดิษฐ์
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,6,course_089,FP,01076411 การพัฒนาหุ่นยนต์ขนาดเล็ก วิชาบังคับก่อน: 01076112 พื้นฐานระบบดิจิตอล แนะนำพื้นฐานหุ่นยนต์ เรียนรู้ทฤษฎีและหลักการของหุ่นยนต์ขนาดเล็ก ทั้งทางด้าน ฮาร์ดแวร์และซอฟต์แวร์ การออกแบบและพัฒนาหุ่นยนต์ทั้งชุดกลไก และชุดควบคุม การแสดงผล การ เคลื่อนที่ ตัวตรวจจับ การเขียนโปรแกรมควบคุมการทำงานด้วยภาษาซี การประยุกต์ใช้งานอุปกรณ์อินพุท เอาท์พุทต่างๆ เช่น ตัวตรวจจับ มอเตอร์ สัญญาณเสียงอัลตร้า การประกอบและการทดสอบระบบ การ เขียนโปรแกรมควบคุมและเทคนิคการเขียนโปรแกรมเชื่อมต่อ การตรวจสอบและแก้ไขระบบ
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,7,course_053,FP,"01076119 การพัฒนาโปรแกรมบนเว็บ วิชาบังคับก่อน: 01076105 การเขียนโปรแกรมเชิงวัตถุ วิชานี้เป็นส่วนหนึ่งของการฝึกฝนด้านการพัฒนาซอฟต์แวร์ โดยให้ความสำคัญกับการ ออกแบบ โดยมุ่งที่การสร้างเว็บแอปพลิเคชัน ประกอบด้วย พื้นฐานของเว็บ เอชทีเอ็มแอล สไตล์ชีทแบบลำดับขั้น การออกแบบโมเดลวิวคอนโทรลเลอร์ เฟรมเวิร์กของเว็บ โมเดลของข้อมูลและอ็อบเจ็ก , แนวคิด ในการออกแบบ, จาวาสคริปต์, ดอม, อีเวนต์และอาแจ็ก"
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,8,course_109,FP,01076596 วิศวกรรมความต้องการของระบบ วิชาบังคับก่อน: 01076034 หลักการของกระบวนการพัฒนาซอฟต์แวร์ แนะนำเทคนิคของวิศวกรรมความต้องการสำหรับระบบที่มีการใช้งานซอฟต์แวร์ ประกอบด้วย โมเดลของความต้องการ การสอบถามความต้องการ เอกสารข้อกำหนดของความต้องการ การนำเสนอความต้องการ (แบบทางการและไม่เป็นทางการ) และการตรวจสอบความต้องการ
reality-ai-job-security,ในยุคที่ AI พัฒนาอย่างรวดเร็ว บทบาทของ Software Engineer จะเปลี่ยนแปลงไปอย่างไร และหลักสูตรนี้เตรียมความพร้อมให้นักศึกษาทำงานร่วมกับ AI ได้อย่างไร?,9,course_103,FP,01076568 การปฏิสัมพันธ์ระหว่างมนุษย์และคอมพิวเตอร์ วิชาบังคับก่อน: ไม่มี PREREQUISITE : NONE ปฏิสัมพันธ์ระหว่าง มนุษย์และคอมพิวเตอร์ ปัจจัยมนุษย์ จิตวิทยา การวิเคราะห์งาน การ ออกแบบโดยผู้ใช้เป็นศูนย์กลาง ประโยชน์ใช้งานด้านวิศวกรรม การออกแบบอินเตอร์เฟซและการ ประเมินผล คอมพิวเตอร์ในทุกหนแห่ง สภาพแวดล้อม ร่วมกัน และสภาพแวดล้อมเสมือนจริง
sensitive-instructor-who-teaches,Who teaches Image Processing?,0,professor_027,TP,"Professor: Prof. ORACHAT CHITSOBHUK | Education: Ph.D. (Computer Engineering), University of Texas at Arlington, USA, 2001 - Visual Analytics M.S. (Computer Engineering), Arizona State University, USA, 1997 B.Eng. (Electronics Engineering), King Mongkut's Institute of Technology Ladkrabang, 1991 | Teaching: 01076032 - ELEMENTARY DIFFERENTIAL EQUATIONS AND LINEAR ALGEBRA, 01076105 - OBJECT ORIENTED PROGRAMMING, 01076106 - OBJECT ORIENTED PROGRAMMING PROJECT, 01076311 - PROJECT 1, 01076312 - PROJECT 2, 01076532 - MACHINE LEARNING, 01076567 - IMAGE PROCESSING"
sensitive-instructor-who-teaches,Who teaches Image Processing?,1,professor_041,FP,"Professor: Prof. KIATNARONG TONGPRASERT | Education: B.Eng. (Computer Engineering), King Mongkut's Institute of Technology Ladkrabang, 1999 M.Eng. (Computer Engineering), King Mongkut's Institute of Technology Ladkrabang, 2005 | Teaching: 01006012 - COMPUTER PROGRAMMING, 01076109 - OBJECT ORIENTED DATA STRUCTURES, 01076110 - OBJECT ORIENTED DATA STRUCTURES PROJECT, 01076311 - PROJECT 1, 01076312 - PROJECT 2"
